job_id,title,company,location,job_type,domain,description,responsibilities,required_skills,preferred_skills,qualifications,experience_required,education_required,stipend_or_salary,apply_link
141,Cloud Engineer Intern,CloudNine Systems,Kolkata,Internship,Cloud & DevOps,"Help us build and maintain scalable, reliable cloud infrastructure for CI/CD pipelines.",Manage container orchestration | Automate deployment pipelines for CI/CD pipelines | Assist in cloud cost optimization,"Git, Linux, Shell Scripting, Docker, AWS","Terraform, Jenkins",MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹20,000/month",https://careers.example.com/jobs/141
143,Digital Marketing Intern,Indigo Wave Solutions,Chandigarh,Internship,Digital Marketing,Help grow our brand presence and drive engagement for a new product launch.,Optimize website content for search engines | Analyze campaign performance metrics | Plan and execute campaigns for a new product launch,"Content Writing, Google Analytics, SEO, Social Media Marketing","Email Marketing, Google Ads, HubSpot",MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹12,000/month",https://careers.example.com/jobs/143
172,Graphic Design Intern,Orbit Innovations,Ahmedabad,Full-time,UI/UX Design,Join our design team to craft intuitive user experiences for a consumer marketplace app.,Maintain design system consistency | Conduct user research and usability tests | Design wireframes and mockups for a consumer marketplace app,"Adobe XD, User Research, Prototyping, Figma","Usability Testing, Design Systems, Adobe Illustrator",B.Tech/B.E. (Computer Science or related),0-2 years,B.Tech/B.E. (Computer Science or related),₹6 LPA,https://careers.example.com/jobs/172
104,Embedded Systems Intern,Zenith Cloud Systems,Remote,Internship,Embedded Systems & IoT,Work on embedded hardware and firmware for a smart home device.,Develop firmware for a smart home device | Debug embedded systems issues | Document hardware interfaces,"C++, Microcontrollers, Embedded C","PCB Design, Raspberry Pi",Diploma or Degree in relevant field,0 years (Fresher/Student),Diploma or Degree in relevant field,"₹15,000/month",https://careers.example.com/jobs/104
8,Digital Marketing Intern,Marble Arch Analytics,Mumbai,Internship,Digital Marketing,Help grow our brand presence and drive engagement for an e-commerce store.,Create content calendars | Optimize website content for search engines | Plan and execute campaigns for an e-commerce store,"SEO, Google Analytics, Content Writing, Social Media Marketing","Google Ads, Canva",Pursuing MBA,0 years (Fresher/Student),Pursuing MBA,"₹8,000/month",https://careers.example.com/jobs/8
45,Product Management Intern,Northstar AI,Hyderabad,Internship,Product Management,Support our product team in shaping the roadmap for an internal tools suite.,Support sprint planning | Coordinate with engineering and design | Analyze user feedback and metrics,"User Research, Agile, Communication Skills, Product Roadmapping",A/B Testing,Pursuing B.Tech (any branch),0 years (Fresher/Student),Pursuing B.Tech (any branch),"₹10,000/month",https://careers.example.com/jobs/45
67,Graphic Design Intern,Ridgeline Tech,Noida,Full-time,UI/UX Design,Join our design team to craft intuitive user experiences for a consumer marketplace app.,Design wireframes and mockups for a consumer marketplace app | Maintain design system consistency | Conduct user research and usability tests,"User Research, Wireframing, Prototyping","Adobe Illustrator, Usability Testing",B.Tech/B.E. (Computer Science or related),1-2 years,B.Tech/B.E. (Computer Science or related),₹3 LPA,https://careers.example.com/jobs/67
77,ML Engineer,Momentum Fintech,Mumbai,Full-time,Data Science & ML,Join our data team to help extract insights and build predictive models for a recommendation engine.,Deploy models into production pipelines | Build and evaluate ML models | Present findings to stakeholders,"Scikit-learn, Pandas, Python, SQL, NumPy",NLP,B.Com / M.Com,0-2 years,B.Com / M.Com,₹8 LPA,https://careers.example.com/jobs/77
13,Software Testing Intern,Clarity Insights Inc,Indore,Internship,Quality Assurance,Help ensure the quality and reliability of a mobile banking app before release.,Write and execute test cases for a mobile banking app | Log and track defects | Perform regression testing,"Bug Tracking, Test Case Design, SQL, Manual Testing","Selenium, JMeter, API Testing",B.Tech/B.E. (Computer Science or related),0 years (Fresher/Student),B.Tech/B.E. (Computer Science or related),"₹10,000/month",https://careers.example.com/jobs/13
132,Content Writing Intern,Meridian Data Co,Noida,Internship,Content Writing,"Help us create engaging, high-quality content for our developer blog.",Research industry topics for blog posts | Optimize content for SEO | Proofread and edit team submissions,"SEO Writing, Content Writing, Editing",Grammarly,MBA (any specialization),0 years (Fresher/Student),MBA (any specialization),"₹18,000/month",https://careers.example.com/jobs/132
102,Technical Writer Intern,Harborlight Data Systems,Nagpur,Internship,Content Writing,"Help us create engaging, high-quality content for our developer blog.",Optimize content for SEO | Proofread and edit team submissions | Research industry topics for blog posts,"Content Writing, Editing, SEO Writing, Research Skills","WordPress, Content Strategy",BCA / B.Sc IT,0 years (Fresher/Student),BCA / B.Sc IT,"₹15,000/month",https://careers.example.com/jobs/102
174,Junior Business Analyst,Pinnacle Web Works,Noida,Full-time,Business Analysis,Support our product and strategy teams by analyzing data related to a logistics platform.,Gather and document business requirements for a logistics platform | Support product roadmap planning | Prepare reports and dashboards,"Data Analysis, Requirement Gathering, Excel, SQL",JIRA,MBA (any specialization),1-2 years,MBA (any specialization),₹3 LPA,https://careers.example.com/jobs/174
64,iOS Developer Intern,Falcon Edge Systems,Mumbai,Internship,Mobile App Development,Work on our mobile app used by thousands of users to build a food delivery app.,Optimize app performance and battery usage | Integrate third-party SDKs | Fix bugs reported by QA,"Kotlin, Android SDK, Flutter, Dart",SQLite,Pursuing MCA,0 years (Fresher/Student),Pursuing MCA,"₹10,000/month",https://careers.example.com/jobs/64
167,Machine Learning Intern,Apex Digital Solutions,Bhopal,Full-time,Data Science & ML,Join our data team to help extract insights and build predictive models for a fraud detection system.,Present findings to stakeholders | Clean and preprocess datasets for a fraud detection system | Build and evaluate ML models,"Scikit-learn, NumPy, Pandas",NLP,MBA (any specialization),0-1 years,MBA (any specialization),₹4 LPA,https://careers.example.com/jobs/167
38,Social Media Marketing Intern,Emberstone Software,Jaipur,Full-time,Digital Marketing,Help grow our brand presence and drive engagement for an e-commerce store.,Optimize website content for search engines | Create content calendars | Plan and execute campaigns for an e-commerce store,"Google Analytics, Social Media Marketing, SEO","Google Ads, Email Marketing, Canva",B.Com / M.Com,0-1 years,B.Com / M.Com,₹4 LPA,https://careers.example.com/jobs/38
56,HR Operations Intern,Northstar AI,Bangalore,Internship,Human Resources,Join our HR team to support hiring and employee experience for employee engagement programs.,Maintain HR records and databases | Coordinate interview scheduling | Source and screen candidates for employee engagement programs,"HRIS, Communication Skills, MS Office, Recruitment","Onboarding Programs, HR Analytics",MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹18,000/month",https://careers.example.com/jobs/56
11,HR Operations Intern,Bright Horizon Tech,Jaipur,Internship,Human Resources,Join our HR team to support hiring and employee experience for employee engagement programs.,Coordinate interview scheduling | Source and screen candidates for employee engagement programs | Support onboarding of new hires,"Communication Skills, HRIS, Recruitment, MS Office","Employer Branding, HR Analytics",Diploma or Degree in relevant field,0 years (Fresher/Student),Diploma or Degree in relevant field,"₹8,000/month",https://careers.example.com/jobs/11
155,Penetration Testing Intern,Zenith Cloud Systems,Pune,Full-time,Cybersecurity,Support our security team in protecting systems and data related to internal networks.,Support incident response drills | Document security findings and remediation steps | Monitor systems for security incidents related to internal networks,"Wireshark, Linux, OWASP Top 10, Networking Fundamentals","SIEM Tools, Python Scripting",B.Tech/B.E. (Computer Science or related),1-2 years,B.Tech/B.E. (Computer Science or related),₹4 LPA,https://careers.example.com/jobs/155
78,Web Development Trainee,Brightwave Technologies,Kolkata,Internship,Web Development,"Help us build and maintain fast, modern web experiences for an e-commerce storefront.",Integrate REST APIs into the frontend | Build responsive UI components for an e-commerce storefront | Fix cross-browser compatibility issues,"JavaScript, Responsive Design, CSS, HTML",TypeScript,Diploma or Degree in relevant field,0 years (Fresher/Student),Diploma or Degree in relevant field,"₹8,000/month",https://careers.example.com/jobs/78
24,Product Analyst Intern,Anchor Point Systems,Ahmedabad,Internship,Business Analysis,Support our product and strategy teams by analyzing data related to a subscription product.,Support product roadmap planning | Analyze data to identify trends | Prepare reports and dashboards,"Requirement Gathering, Excel, SQL",Tableau,MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹10,000/month",https://careers.example.com/jobs/24
176,HR Operations Intern,Driftwood Digital,Ahmedabad,Internship,Human Resources,Join our HR team to support hiring and employee experience for employee engagement programs.,Coordinate interview scheduling | Support onboarding of new hires | Maintain HR records and databases,"Communication Skills, HRIS, Recruitment","Employer Branding, HR Analytics",Pursuing B.Tech/B.E.,0 years (Fresher/Student),Pursuing B.Tech/B.E.,"₹8,000/month",https://careers.example.com/jobs/176
68,SEO Intern,Starlight Design Studio,Delhi NCR,Internship,Digital Marketing,Help grow our brand presence and drive engagement for a B2B SaaS brand.,Create content calendars | Plan and execute campaigns for a B2B SaaS brand | Analyze campaign performance metrics,"Social Media Marketing, Content Writing, SEO, Google Analytics","Google Ads, Email Marketing, Canva",MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹15,000/month",https://careers.example.com/jobs/68
119,Firmware Intern,Starlight Design Studio,Chandigarh,Internship,Embedded Systems & IoT,Work on embedded hardware and firmware for an industrial IoT sensor.,Develop firmware for an industrial IoT sensor | Debug embedded systems issues | Test hardware-software integration,"Microcontrollers, C++, C","Raspberry Pi, PCB Design",BCA / B.Sc IT,0 years (Fresher/Student),BCA / B.Sc IT,"₹20,000/month",https://careers.example.com/jobs/119
79,Android Developer Intern,Anchor Point Systems,Nagpur,Full-time,Mobile App Development,Work on our mobile app used by thousands of users to build a food delivery app.,Develop and test mobile features for a food delivery app | Integrate third-party SDKs | Optimize app performance and battery usage,"Flutter, Android SDK, Kotlin, Java","SQLite, Swift",B.Com / M.Com,0-1 years,B.Com / M.Com,₹3 LPA,https://careers.example.com/jobs/79
54,Junior Business Analyst,Redwood Analytics,Chandigarh,Internship,Business Analysis,Support our product and strategy teams by analyzing data related to a subscription product.,Gather and document business requirements for a subscription product | Analyze data to identify trends | Support product roadmap planning,"SQL, Requirement Gathering, Excel","JIRA, Power BI, Agile",Diploma or Degree in relevant field,0 years (Fresher/Student),Diploma or Degree in relevant field,"₹25,000/month",https://careers.example.com/jobs/54
92,Machine Learning Intern,Driftwood Digital,Chennai,Internship,Data Science & ML,Join our data team to help extract insights and build predictive models for a recommendation engine.,Deploy models into production pipelines | Build and evaluate ML models | Present findings to stakeholders,"NumPy, Pandas, Scikit-learn, Statistics","Deep Learning, PyTorch",MBA (any specialization),0 years (Fresher/Student),MBA (any specialization),"₹25,000/month",https://careers.example.com/jobs/92
138,Web Development Trainee,Solstice Software,Noida,Full-time,Web Development,"Help us build and maintain fast, modern web experiences for a company dashboard.",Optimize page load performance | Fix cross-browser compatibility issues | Integrate REST APIs into the frontend,"Responsive Design, CSS, React","Tailwind CSS, Next.js",MBA (any specialization),0-2 years,MBA (any specialization),₹3 LPA,https://careers.example.com/jobs/138
31,Software Development Intern,Bluepine Software,Delhi NCR,Internship,Software Development,We are looking for a motivated individual to join our engineering team and help build a payments backend.,Collaborate with cross-functional teams on a payments backend | Debug and fix issues in existing modules | Participate in code reviews,"SQL, OOP, Git, REST APIs, Data Structures","Kubernetes, CI/CD, Microservices",MBA (any specialization),0 years (Fresher/Student),MBA (any specialization),"₹15,000/month",https://careers.example.com/jobs/31
105,Associate Product Manager Intern,Harborlight Data Systems,Remote,Internship,Product Management,Support our product team in shaping the roadmap for an internal tools suite.,Assist in defining product requirements for an internal tools suite | Analyze user feedback and metrics | Support sprint planning,"Agile, User Research, Communication Skills","A/B Testing, JIRA, Figma",MBA (any specialization),0 years (Fresher/Student),MBA (any specialization),"₹18,000/month",https://careers.example.com/jobs/105
120,Product Management Intern,Indigo Wave Solutions,Hyderabad,Internship,Product Management,Support our product team in shaping the roadmap for a B2B analytics product.,Support sprint planning | Coordinate with engineering and design | Analyze user feedback and metrics,"User Research, Agile, Product Roadmapping, Communication Skills","JIRA, Figma, A/B Testing",Pursuing MCA,0 years (Fresher/Student),Pursuing MCA,"₹15,000/month",https://careers.example.com/jobs/120
43,Software Testing Intern,Cobalt Cloud Works,Jaipur,Internship,Quality Assurance,Help ensure the quality and reliability of an internal API before release.,Perform regression testing | Write and execute test cases for an internal API | Automate repetitive test scenarios,"SQL, Bug Tracking, Test Case Design, Manual Testing","API Testing, Postman, JMeter",MCA / M.Sc Computer Science,0 years (Fresher/Student),MCA / M.Sc Computer Science,"₹12,000/month",https://careers.example.com/jobs/43
184,Android Developer Intern,Silverline Consulting,Chennai,Internship,Mobile App Development,Work on our mobile app used by thousands of users to build a fitness tracking app.,Fix bugs reported by QA | Optimize app performance and battery usage | Integrate third-party SDKs,"Java, Kotlin, Flutter, Dart, Android SDK","SQLite, Firebase, REST APIs",B.Tech/B.E. (Computer Science or related),0 years (Fresher/Student),B.Tech/B.E. (Computer Science or related),"₹25,000/month",https://careers.example.com/jobs/184
40,Accounting Intern,Falcon Edge Systems,Remote,Full-time,Finance & Accounting,Support our finance team with reporting and analysis for vendor payments.,Support budgeting and forecasting activities | Reconcile accounts and transactions | Assist in preparing financial reports for vendor payments,"Accounting Principles, Tally, Financial Modeling","Forecasting, Budgeting",BCA / B.Sc IT,0-1 years,BCA / B.Sc IT,₹6 LPA,https://careers.example.com/jobs/40
28,Automation Testing Intern,Evergreen IT Solutions,Chennai,Internship,Quality Assurance,Help ensure the quality and reliability of an e-commerce checkout flow before release.,Automate repetitive test scenarios | Log and track defects | Write and execute test cases for an e-commerce checkout flow,"Bug Tracking, Test Case Design, Manual Testing","JMeter, Postman",Pursuing MBA,0 years (Fresher/Student),Pursuing MBA,"₹15,000/month",https://careers.example.com/jobs/28
150,Product Management Intern,Lighthouse Data Co,Kochi,Internship,Product Management,Support our product team in shaping the roadmap for a consumer mobile app.,Assist in defining product requirements for a consumer mobile app | Analyze user feedback and metrics | Coordinate with engineering and design,"User Research, Agile, Communication Skills","A/B Testing, SQL, JIRA",Pursuing B.Tech/B.E.,0 years (Fresher/Student),Pursuing B.Tech/B.E.,"₹8,000/month",https://careers.example.com/jobs/150
35,Penetration Testing Intern,Indigo Wave Solutions,Chennai,Internship,Cybersecurity,Support our security team in protecting systems and data related to cloud infrastructure.,Assist in vulnerability assessments | Support incident response drills | Monitor systems for security incidents related to cloud infrastructure,"Wireshark, OWASP Top 10, Networking Fundamentals",Cloud Security,Pursuing B.Tech/B.E.,0 years (Fresher/Student),Pursuing B.Tech/B.E.,"₹12,000/month",https://careers.example.com/jobs/35
52,Product Designer Intern,Clarity Insights Inc,Noida,Internship,UI/UX Design,Join our design team to craft intuitive user experiences for a consumer marketplace app.,Design wireframes and mockups for a consumer marketplace app | Conduct user research and usability tests | Maintain design system consistency,"Adobe XD, Wireframing, Prototyping","Design Systems, Usability Testing, Adobe Illustrator",Pursuing B.Tech (any branch),0 years (Fresher/Student),Pursuing B.Tech (any branch),"₹12,000/month",https://careers.example.com/jobs/52
20,Security Research Intern,Amberwood Consulting,Nagpur,Internship,Cybersecurity,Support our security team in protecting systems and data related to customer data systems.,Document security findings and remediation steps | Assist in vulnerability assessments | Monitor systems for security incidents related to customer data systems,"Networking Fundamentals, Wireshark, Linux, OWASP Top 10",Burp Suite,Pursuing B.Tech (any branch),0 years (Fresher/Student),Pursuing B.Tech (any branch),"₹10,000/month",https://careers.example.com/jobs/20
60,Associate Product Manager Intern,Brightwave Technologies,Hyderabad,Internship,Product Management,Support our product team in shaping the roadmap for a B2B analytics product.,Coordinate with engineering and design | Assist in defining product requirements for a B2B analytics product | Analyze user feedback and metrics,"Agile, User Research, Communication Skills, Product Roadmapping",Figma,B.Tech/B.E. (Computer Science or related),0 years (Fresher/Student),B.Tech/B.E. (Computer Science or related),"₹18,000/month",https://careers.example.com/jobs/60
70,Financial Analyst Intern,Brightwave Technologies,Hyderabad,Internship,Finance & Accounting,Support our finance team with reporting and analysis for quarterly financial statements.,Reconcile accounts and transactions | Support budgeting and forecasting activities | Assist in preparing financial reports for quarterly financial statements,"Financial Modeling, Excel, Accounting Principles","SAP, Power BI, Forecasting",BCA / B.Sc IT,0 years (Fresher/Student),BCA / B.Sc IT,"₹25,000/month",https://careers.example.com/jobs/70
116,HR Intern,Sunrise Softworks,Coimbatore,Full-time,Human Resources,Join our HR team to support hiring and employee experience for lateral hiring.,Coordinate interview scheduling | Maintain HR records and databases | Support onboarding of new hires,"HRIS, MS Office, Communication Skills, Recruitment",HR Analytics,Any graduate (technical background preferred),0-1 years,Any graduate (technical background preferred),₹8 LPA,https://careers.example.com/jobs/116
82,Product Designer Intern,Anchor Point Systems,Coimbatore,Full-time,UI/UX Design,Join our design team to craft intuitive user experiences for a mobile banking app.,Design wireframes and mockups for a mobile banking app | Conduct user research and usability tests | Maintain design system consistency,"Prototyping, Adobe XD, Wireframing, User Research",Design Systems,B.Tech/B.E. (Computer Science or related),1-2 years,B.Tech/B.E. (Computer Science or related),₹5 LPA,https://careers.example.com/jobs/82
84,Junior Business Analyst,Wavelength Media Labs,Kochi,Internship,Business Analysis,Support our product and strategy teams by analyzing data related to internal operations.,Analyze data to identify trends | Support product roadmap planning | Prepare reports and dashboards,"Data Analysis, Excel, SQL, Requirement Gathering",Power BI,Diploma or Degree in relevant field,0 years (Fresher/Student),Diploma or Degree in relevant field,"₹25,000/month",https://careers.example.com/jobs/84
180,Product Management Intern,Anchor Point Systems,Kochi,Internship,Product Management,Support our product team in shaping the roadmap for an internal tools suite.,Support sprint planning | Analyze user feedback and metrics | Assist in defining product requirements for an internal tools suite,"User Research, Communication Skills, Agile",SQL,Pursuing MBA,0 years (Fresher/Student),Pursuing MBA,"₹8,000/month",https://careers.example.com/jobs/180
101,HR Operations Intern,Novacore Systems,Gurgaon,Internship,Human Resources,Join our HR team to support hiring and employee experience for campus hiring.,Maintain HR records and databases | Coordinate interview scheduling | Source and screen candidates for campus hiring,"Recruitment, Communication Skills, MS Office, HRIS","HR Analytics, Onboarding Programs",MBA (any specialization),0 years (Fresher/Student),MBA (any specialization),"₹20,000/month",https://careers.example.com/jobs/101
81,Site Reliability Intern,PixelForge Studios,Ahmedabad,Internship,Cloud & DevOps,"Help us build and maintain scalable, reliable cloud infrastructure for CI/CD pipelines.",Manage container orchestration | Monitor infrastructure uptime | Assist in cloud cost optimization,"Linux, AWS, Shell Scripting",Terraform,B.Tech/B.E. (Computer Science or related),0 years (Fresher/Student),B.Tech/B.E. (Computer Science or related),"₹8,000/month",https://careers.example.com/jobs/81
